Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-09-30,Spider-Man: Far from Home,2019,https://boxd.it/3h0L55,1,,,2022-05-21
2022-09-30,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/3h0LoL,0.5,,,2022-05-21
2022-10-30,Ultraviolet,2006,https://boxd.it/3nm0oH,0.5,,femme attic,2022-06-16
2022-09-30,Steven Universe: The Movie,2019,https://boxd.it/3h0JGj,5,Yes,femme attic,2022-06-17
2022-09-30,Blindspotting,2018,https://boxd.it/3h0L8D,4.5,,,2022-06-20
2022-09-30,Fantastic Mr. Fox,2009,https://boxd.it/3h0KPL,1,,,2022-06-21
2022-09-30,Over the Moon,2020,https://boxd.it/3h0L9L,3.5,,,2022-06-21
2022-09-30,John Mulaney: Kid Gorgeous at Radio City,2018,https://boxd.it/3h0Lg3,4,,,2022-06-21
2022-09-30,The Farewell,2019,https://boxd.it/3h0LiN,4,,,2022-06-21
2022-09-30,Your Highness,2011,https://boxd.it/3h0JYH,1,,,2022-07-04
2022-11-23,Waiting...,2005,https://boxd.it/3sA6An,5,Yes,,2022-07-08
2022-09-30,Steven Universe Future,2019,https://boxd.it/3h0K4b,4,Yes,femme attic,2022-07-15
2023-03-07,The Suicide Squad,2021,https://boxd.it/3WVaTl,5,,,2022-07-15
2022-11-23,The Nice Guys,2016,https://boxd.it/3stAip,5,Yes,,2022-07-16
2022-09-30,The Fifth Element,1997,https://boxd.it/3h0JSf,5,Yes,femme attic,2022-07-21
2022-11-21,Brüno,2009,https://boxd.it/3s8Bld,1.5,,femme attic,2022-07-23
2022-10-26,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/3mxBnf,3,,film society,2022-07-27
2022-10-26,Double King,2017,https://boxd.it/3mxBNH,2.5,,film society,2022-07-27
2022-09-30,Kill Bill: Vol. 1,2003,https://boxd.it/3h0Kvr,4,Yes,femme attic,2022-08-05
2022-09-30,Bill & Ted's Excellent Adventure,1989,https://boxd.it/3h0LrZ,2.5,Yes,lana,2022-08-08
2022-09-30,The Addams Family,1991,https://boxd.it/3h0JEx,3,,,2022-08-26
2022-09-30,Addams Family Values,1993,https://boxd.it/3h0JGN,4,,,2022-08-26
2022-09-30,Pariah,2011,https://boxd.it/3h0JYx,3,,film society,2022-08-26
2022-09-30,The Legend of Pipi,2022,https://boxd.it/3h0Kb7,5,Yes,film society,2022-08-26
2022-09-30,American Pie,1999,https://boxd.it/3h0Keb,0.5,,femme attic,2022-08-26
2022-09-30,Encanto,2021,https://boxd.it/3h0KyP,2.5,,,2022-08-26
2022-09-30,Luck,2022,https://boxd.it/3h0L8t,0.5,,,2022-08-26
2022-09-30,The Sea Beast,2022,https://boxd.it/3h0LnX,2.5,,,2022-08-26
2022-10-26,Afronauts,2014,https://boxd.it/3mxB3T,0.5,,,2022-08-26
2022-09-30,Moon Knight,2022,https://boxd.it/3h0JFb,4,,,2022-08-31
2022-09-30,Do the Right Thing,1989,https://boxd.it/3h0Lsj,1.5,,,2022-08-31
2022-09-30,Prey,2022,https://boxd.it/3h0JRV,4.5,,h,2022-09-03
2022-09-30,The Mummy,1999,https://boxd.it/3h0JUb,2,,,2022-09-03
2022-09-30,Ghostbusters: Afterlife,2021,https://boxd.it/3h0KRR,2,,,2022-09-03
2023-01-01,Bee and PuppyCat,2013,https://boxd.it/3CCUXP,5,,,2022-09-04
2022-09-30,Thor: Love and Thunder,2022,https://boxd.it/3h0JHV,1,,,2022-09-13
2022-09-30,Underworld,2003,https://boxd.it/3h0KBp,3,Yes,femme attic,2022-09-13
2022-09-30,Venom: Let There Be Carnage,2021,https://boxd.it/3h0L7v,2,,,2022-09-13
2022-09-30,Bill & Ted's Bogus Journey,1991,https://boxd.it/3h0JEH,1,,lana,2022-09-14
2022-09-30,The Watermelon Woman,1996,https://boxd.it/3h0JRB,2.5,,film society,2022-09-14
2022-09-30,Shrek 2,2004,https://boxd.it/3h0Kz9,4,Yes,,2022-09-14
2022-09-30,Waiting...,2005,https://boxd.it/3h0KFL,2.5,Yes,femme attic,2022-09-14
2022-09-30,Underworld: Evolution,2006,https://boxd.it/3h0KMH,2.5,Yes,femme attic,2022-09-14
2022-09-30,Clue,1985,https://boxd.it/3h0Ll3,3.5,,,2022-09-14
2022-09-30,Tank Girl,1995,https://boxd.it/3h0JOx,2,,film society,2022-09-15
2022-09-30,Fright Night,2011,https://boxd.it/3h0K6B,3.5,,femme attic,2022-09-15
2022-09-30,D.E.B.S.,2003,https://boxd.it/3h0KEj,3.5,,film society,2022-09-15
2022-09-30,Do Revenge,2022,https://boxd.it/3h0K3H,0.5,,femme attic,2022-09-23
2022-09-30,Bodies Bodies Bodies,2022,https://boxd.it/3h0Lf5,4,,femme attic,2022-09-23
2022-09-30,Werewolves Within,2021,https://boxd.it/3h0Lo7,3.5,,femme attic,2022-09-25
2022-09-30,Shiva Baby,2020,https://boxd.it/3h0JNp,4,,femme attic,2022-09-27
2022-09-30,X-Men,2000,https://boxd.it/3h0JX5,3,Yes,femme attic,2022-09-28
2022-09-30,Charlie's Angels,2019,https://boxd.it/3h0KXZ,1.5,,,2022-09-28
2022-09-30,In Bruges,2008,https://boxd.it/3h0Lbx,3.5,,,2022-09-28
2022-09-30,She-Hulk: Attorney at Law,2022,https://boxd.it/3h0JJd,0.5,,femme attic,2022-09-29
2022-09-30,Ms. Marvel,2022,https://boxd.it/3h0JJn,2,,,2022-09-29
2022-09-30,X2,2003,https://boxd.it/3h0Kxn,3,Yes,femme attic,2022-09-29
